text,location,device,action
现在开启厨房热水器,厨房,热水器,打开
请关上书房空调,书房,空调,关闭
麻烦关闭客厅里面的窗帘,客厅,窗帘,关闭
把厨房热水器关掉,厨房,热水器,关闭
我想关一下餐厅灯,餐厅,灯,关闭
请关上书房风扇,书房,风扇,关闭
客厅的窗帘请关闭一下,客厅,窗帘,关闭
把卫生间排风扇停止,卫生间,排风扇,关闭
现在停止客厅窗帘,客厅,窗帘,关闭
卫生间的热水器请打开一下,卫生间,热水器,打开
帮我帮我开书房的窗帘,书房,窗帘,打开
我想关掉卫生间排风扇,卫生间,排风扇,关闭
客厅的电视请关闭一下,客厅,电视,关闭
客厅的灯关上一下,客厅,灯,关闭
麻烦关掉卧室里面的空调,卧室,空调,关闭
现在帮我关餐厅灯,餐厅,灯,关闭
把阳台窗帘打开,阳台,窗帘,打开
帮我关掉客厅的空调,客厅,空调,关闭
请请关闭厨房热水器,厨房,热水器,关闭
我想停止餐厅灯,餐厅,灯,关闭
卫生间的灯请关闭一下,卫生间,灯,关闭
帮我打开客厅的风扇,客厅,风扇,打开
麻烦帮我开书房里面的灯,书房,灯,打开
把卫生间排风扇请打开,卫生间,排风扇,打开
现在请关闭客厅电视,客厅,电视,关闭
麻烦帮我开阳台里面的灯,阳台,灯,打开
我想关掉卧室灯,卧室,灯,关闭
帮我打开厨房的灯,厨房,灯,打开
帮我打开厨房的油烟机,厨房,油烟机,打开
把卧室风扇开启,卧室,风扇,打开
现在关上卫生间排风扇,卫生间,排风扇,关闭
现在打开书房风扇,书房,风扇,打开
帮我停止卧室的窗帘,卧室,窗帘,关闭
启动厨房油烟机,厨房,油烟机,打开
麻烦关掉阳台里面的窗帘,阳台,窗帘,关闭
我想打开阳台灯,阳台,灯,打开
麻烦开启客厅里面的风扇,客厅,风扇,打开
现在关闭客厅灯,客厅,灯,关闭
我想关上书房风扇,书房,风扇,关闭
客厅的电视开启一下,客厅,电视,打开
请请关闭书房灯,书房,灯,关闭
厨房的油烟机关上一下,厨房,油烟机,关闭
我想请关闭卧室空调,卧室,空调,关闭
请停止卧室风扇,卧室,风扇,关闭
现在关一下卧室窗帘,卧室,窗帘,关闭
帮我帮我开餐厅的空调,餐厅,空调,打开
请请打开卧室空调,卧室,空调,打开
请开一下餐厅空调,餐厅,空调,打开
我想关上餐厅空调,餐厅,空调,关闭
把卫生间灯打开,卫生间,灯,打开
请启动卧室空调,卧室,空调,打开
帮我关书房灯,书房,灯,关闭
麻烦关上客厅里面的灯,客厅,灯,关闭
现在请关闭卧室窗帘,卧室,窗帘,关闭
把客厅灯关掉,客厅,灯,关闭
现在帮我开客厅风扇,客厅,风扇,打开
现在关掉客厅灯,客厅,灯,关闭
请关掉书房窗帘,书房,窗帘,关闭
我想启动餐厅空调,餐厅,空调,打开
帮我帮我开卫生间的排风扇,卫生间,排风扇,打开
关掉卫生间排风扇,卫生间,排风扇,关闭
请请打开客厅窗帘,客厅,窗帘,打开
餐厅的空调启动一下,餐厅,空调,打开
把客厅灯关闭,客厅,灯,关闭
我想帮我关厨房灯,厨房,灯,关闭
打开书房灯,书房,灯,打开
餐厅的灯帮我关一下,餐厅,灯,关闭
麻烦关闭卫生间里面的排风扇,卫生间,排风扇,关闭
现在请打开卫生间热水器,卫生间,热水器,打开
麻烦开一下书房里面的风扇,书房,风扇,打开
请关一下卧室空调,卧室,空调,关闭
卧室的风扇停止一下,卧室,风扇,关闭
麻烦打开阳台里面的灯,阳台,灯,打开
卧室的灯请打开一下,卧室,灯,打开
现在开启客厅空调,客厅,空调,打开
客厅的电视帮我关一下,客厅,电视,关闭
请关闭书房风扇,书房,风扇,关闭
麻烦请关闭卧室里面的风扇,卧室,风扇,关闭
帮我打开阳台的灯,阳台,灯,打开
帮我打开卫生间的排风扇,卫生间,排风扇,打开
卧室的空调开一下一下,卧室,空调,打开
关上卫生间排风扇,卫生间,排风扇,关闭
帮我关上卧室的风扇,卧室,风扇,关闭
把卫生间灯关掉,卫生间,灯,关闭
请打开卧室风扇,卧室,风扇,打开
卫生间的灯停止一下,卫生间,灯,关闭
帮我关掉卧室的空调,卧室,空调,关闭
把阳台灯打开,阳台,灯,打开
餐厅的灯关掉一下,餐厅,灯,关闭
把书房窗帘帮我开,书房,窗帘,打开
现在帮我关餐厅风扇,餐厅,风扇,关闭
帮我开客厅窗帘,客厅,窗帘,打开
请帮我关书房窗帘,书房,窗帘,关闭
麻烦关一下餐厅里面的空调,餐厅,空调,关闭
现在请打开厨房油烟机,厨房,油烟机,打开
卧室的窗帘开启一下,卧室,窗帘,打开
我想打开卫生间灯,卫生间,灯,打开
麻烦关掉客厅里面的风扇,客厅,风扇,关闭
帮我关闭卧室的灯,卧室,灯,关闭
阳台的窗帘开一下一下,阳台,窗帘,打开
帮我开一下餐厅的风扇,餐厅,风扇,打开
把卧室窗帘关掉,卧室,窗帘,关闭
麻烦帮我开餐厅里面的灯,餐厅,灯,打开
帮我关书房风扇,书房,风扇,关闭
麻烦开启卧室里面的灯,卧室,灯,打开
把客厅电视请打开,客厅,电视,打开
请关一下客厅窗帘,客厅,窗帘,关闭
请打开餐厅灯,餐厅,灯,打开
麻烦关掉书房里面的空调,书房,空调,关闭
开启书房窗帘,书房,窗帘,打开
请帮我关厨房热水器,厨房,热水器,关闭
帮我关一下厨房的热水器,厨房,热水器,关闭
卫生间的排风扇停止一下,卫生间,排风扇,关闭
现在打开阳台灯,阳台,灯,打开
现在开一下卫生间排风扇,卫生间,排风扇,打开
现在请关闭客厅风扇,客厅,风扇,关闭
麻烦开启阳台里面的窗帘,阳台,窗帘,打开
请帮我开餐厅空调,餐厅,空调,打开
帮我关掉卫生间的热水器,卫生间,热水器,关闭
请关掉卫生间热水器,卫生间,热水器,关闭
把卧室灯请关闭,卧室,灯,关闭
帮我开一下客厅的灯,客厅,灯,打开
请开一下卧室空调,卧室,空调,打开
书房的灯请打开一下,书房,灯,打开
现在关掉客厅风扇,客厅,风扇,关闭
书房的灯帮我关一下,书房,灯,关闭
请帮我开书房空调,书房,空调,打开
帮我帮我关客厅的空调,客厅,空调,关闭
卧室的风扇开启一下,卧室,风扇,打开
厨房的热水器请打开一下,厨房,热水器,打开
卫生间的热水器关闭一下,卫生间,热水器,关闭
现在请打开客厅空调,客厅,空调,打开
卫生间的热水器帮我关一下,卫生间,热水器,关闭
客厅的风扇关一下一下,客厅,风扇,关闭
餐厅的风扇开启一下,餐厅,风扇,打开
打开厨房灯,厨房,灯,打开
帮我关一下卧室的灯,卧室,灯,关闭
帮我请打开客厅的空调,客厅,空调,打开
帮我启动书房的空调,书房,空调,打开
我想关掉书房空调,书房,空调,关闭
请请打开阳台窗帘,阳台,窗帘,打开
帮我打开厨房的灯,厨房,灯,打开
把卫生间排风扇打开,卫生间,排风扇,打开
我想开启餐厅风扇,餐厅,风扇,打开
把厨房灯请关闭,厨房,灯,关闭
麻烦帮我关书房里面的风扇,书房,风扇,关闭
现在停止餐厅空调,餐厅,空调,关闭
麻烦开启阳台里面的灯,阳台,灯,打开
帮我关掉阳台的灯,阳台,灯,关闭
我想开启卧室灯,卧室,灯,打开
帮我启动卫生间的排风扇,卫生间,排风扇,打开
我想关上客厅窗帘,客厅,窗帘,关闭
麻烦请打开书房里面的风扇,书房,风扇,打开
打开餐厅灯,餐厅,灯,打开
我想停止书房灯,书房,灯,关闭
把厨房灯打开,厨房,灯,打开
麻烦开启厨房里面的热水器,厨房,热水器,打开
把卫生间热水器关掉,卫生间,热水器,关闭
卫生间的热水器帮我开一下,卫生间,热水器,打开
现在关掉餐厅风扇,餐厅,风扇,关闭
请请打开客厅电视,客厅,电视,打开
厨房的油烟机关一下一下,厨房,油烟机,关闭
关上卧室风扇,卧室,风扇,关闭
请打开阳台灯,阳台,灯,打开
把卧室空调关一下,卧室,空调,关闭
麻烦关上卫生间里面的排风扇,卫生间,排风扇,关闭
帮我关客厅电视,客厅,电视,关闭
麻烦开启餐厅里面的风扇,餐厅,风扇,打开
请停止阳台灯,阳台,灯,关闭
我想请打开客厅风扇,客厅,风扇,打开
卧室的空调关掉一下,卧室,空调,关闭
请关掉餐厅空调,餐厅,空调,关闭
我想帮我关卧室灯,卧室,灯,关闭
我想关一下卧室灯,卧室,灯,关闭
麻烦请打开书房里面的灯,书房,灯,打开
我想开启客厅风扇,客厅,风扇,打开
把卧室灯打开,卧室,灯,打开
帮我请打开餐厅的空调,餐厅,空调,打开
现在启动客厅空调,客厅,空调,打开
我想关掉阳台灯,阳台,灯,关闭
帮我关掉餐厅的灯,餐厅,灯,关闭
请关一下阳台灯,阳台,灯,关闭
现在帮我开书房空调,书房,空调,打开
卧室的风扇打开一下,卧室,风扇,打开
帮我开书房空调,书房,空调,打开
请请打开卫生间排风扇,卫生间,排风扇,打开
帮我帮我开卫生间的热水器,卫生间,热水器,打开
关上餐厅灯,餐厅,灯,关闭
把卧室窗帘请关闭,卧室,窗帘,关闭
餐厅的灯关闭一下,餐厅,灯,关闭
请关闭厨房热水器,厨房,热水器,关闭
麻烦关一下客厅里面的电视,客厅,电视,关闭
我想请打开客厅窗帘,客厅,窗帘,打开
把卧室灯启动,卧室,灯,打开
把阳台灯请关闭,阳台,灯,关闭
餐厅的灯帮我开一下,餐厅,灯,打开
餐厅的空调关闭一下,餐厅,空调,关闭
帮我帮我关书房的窗帘,书房,窗帘,关闭
关一下书房灯,书房,灯,关闭
帮我打开书房的灯,书房,灯,打开
现在关掉卧室风扇,卧室,风扇,关闭
现在关闭客厅空调,客厅,空调,关闭
帮我帮我开书房的灯,书房,灯,打开
我想开一下卧室空调,卧室,空调,打开
帮我停止卫生间的灯,卫生间,灯,关闭
请打开卫生间热水器,卫生间,热水器,打开
麻烦停止卫生间里面的灯,卫生间,灯,关闭
卧室的空调请打开一下,卧室,空调,打开
把卫生间热水器帮我开,卫生间,热水器,打开
关掉阳台灯,阳台,灯,关闭
帮我打开阳台的窗帘,阳台,窗帘,打开
把书房空调帮我关,书房,空调,关闭
开启书房空调,书房,空调,打开
我想关掉卫生间热水器,卫生间,热水器,关闭
麻烦关闭厨房里面的油烟机,厨房,油烟机,关闭
帮我关掉客厅的窗帘,客厅,窗帘,关闭
把书房空调启动,书房,空调,打开
麻烦请关闭客厅里面的电视,客厅,电视,关闭
把厨房灯关掉,厨房,灯,关闭
把卧室灯关上,卧室,灯,关闭
麻烦打开餐厅里面的风扇,餐厅,风扇,打开
帮我关一下客厅的灯,客厅,灯,关闭
客厅的窗帘请打开一下,客厅,窗帘,打开
帮我关上卧室的空调,卧室,空调,关闭
麻烦开一下书房里面的空调,书房,空调,打开
停止书房风扇,书房,风扇,关闭
现在关掉客厅电视,客厅,电视,关闭
麻烦关掉卫生间里面的排风扇,卫生间,排风扇,关闭
麻烦开启客厅里面的灯,客厅,灯,打开
卫生间的灯请打开一下,卫生间,灯,打开
关掉餐厅灯,餐厅,灯,关闭
卧室的灯帮我开一下,卧室,灯,打开
请请关闭书房空调,书房,空调,关闭
请帮我开阳台窗帘,阳台,窗帘,打开
把客厅空调帮我关,客厅,空调,关闭
请打开客厅窗帘,客厅,窗帘,打开
我想开启卧室风扇,卧室,风扇,打开
请启动厨房油烟机,厨房,油烟机,打开
帮我停止厨房的灯,厨房,灯,关闭
请打开书房风扇,书房,风扇,打开
我想关掉卫生间热水器,卫生间,热水器,关闭
请关闭卧室空调,卧室,空调,关闭
麻烦关掉餐厅里面的灯,餐厅,灯,关闭
我想关掉书房风扇,书房,风扇,关闭
现在打开客厅窗帘,客厅,窗帘,打开
把客厅空调关上,客厅,空调,关闭
把卧室灯开一下,卧室,灯,打开
请关上卫生间排风扇,卫生间,排风扇,关闭
把卧室灯停止,卧室,灯,关闭
现在帮我关卫生间排风扇,卫生间,排风扇,关闭
关一下餐厅风扇,餐厅,风扇,关闭
帮我关闭书房的空调,书房,空调,关闭
关掉厨房热水器,厨房,热水器,关闭
帮我打开阳台的窗帘,阳台,窗帘,打开
把阳台灯帮我关,阳台,灯,关闭
把卧室灯关闭,卧室,灯,关闭
帮我请打开书房的风扇,书房,风扇,打开
关上卧室灯,卧室,灯,关闭
帮我关厨房热水器,厨房,热水器,关闭
麻烦关闭客厅里面的电视,客厅,电视,关闭
我想关掉客厅窗帘,客厅,窗帘,关闭
我想帮我开阳台窗帘,阳台,窗帘,打开
帮我关一下厨房的油烟机,厨房,油烟机,关闭
请帮我关客厅灯,客厅,灯,关闭
麻烦打开厨房里面的油烟机,厨房,油烟机,打开
启动客厅空调,客厅,空调,打开
客厅的电视关闭一下,客厅,电视,关闭
打开书房灯,书房,灯,打开
请关掉卧室灯,卧室,灯,关闭
把卧室窗帘帮我关,卧室,窗帘,关闭
把书房空调开一下,书房,空调,打开
麻烦打开客厅里面的窗帘,客厅,窗帘,打开
帮我关上卫生间的灯,卫生间,灯,关闭
餐厅的空调帮我开一下,餐厅,空调,打开
麻烦关一下卫生间里面的灯,卫生间,灯,关闭
把书房空调关上,书房,空调,关闭
麻烦开启卫生间里面的排风扇,卫生间,排风扇,打开
帮我帮我关卧室的灯,卧室,灯,关闭
现在请打开卫生间排风扇,卫生间,排风扇,打开
请关掉卫生间排风扇,卫生间,排风扇,关闭
餐厅的灯关一下一下,餐厅,灯,关闭
客厅的空调停止一下,客厅,空调,关闭
餐厅的空调打开一下,餐厅,空调,打开
请帮我关客厅窗帘,客厅,窗帘,关闭
把卧室风扇请关闭,卧室,风扇,关闭
把厨房热水器关掉,厨房,热水器,关闭
客厅的电视请打开一下,客厅,电视,打开
麻烦帮我开餐厅里面的风扇,餐厅,风扇,打开
请启动卧室窗帘,卧室,窗帘,打开
现在打开厨房灯,厨房,灯,打开
麻烦请打开餐厅里面的灯,餐厅,灯,打开
书房的灯帮我开一下,书房,灯,打开
麻烦打开厨房里面的热水器,厨房,热水器,打开
把客厅窗帘打开,客厅,窗帘,打开
麻烦帮我关卧室里面的灯,卧室,灯,关闭
我想关一下厨房油烟机,厨房,油烟机,关闭
我想请打开餐厅灯,餐厅,灯,打开
现在开启卧室风扇,卧室,风扇,打开
现在停止客厅电视,客厅,电视,关闭
我想请打开厨房热水器,厨房,热水器,打开
关上客厅风扇,客厅,风扇,关闭
把阳台灯关掉,阳台,灯,关闭
请关掉客厅窗帘,客厅,窗帘,关闭
关掉卧室窗帘,卧室,窗帘,关闭
麻烦关上厨房里面的油烟机,厨房,油烟机,关闭
帮我帮我开卧室的空调,卧室,空调,打开
请停止餐厅风扇,餐厅,风扇,关闭
把卫生间热水器开一下,卫生间,热水器,打开
麻烦打开客厅里面的灯,客厅,灯,打开
麻烦打开卧室里面的空调,卧室,空调,打开
帮我开一下客厅的风扇,客厅,风扇,打开
现在打开厨房油烟机,厨房,油烟机,打开
关闭厨房油烟机,厨房,油烟机,关闭
卫生间的灯关一下一下,卫生间,灯,关闭
现在关掉卧室灯,卧室,灯,关闭
关上阳台窗帘,阳台,窗帘,关闭
卫生间的灯启动一下,卫生间,灯,打开
帮我关掉卧室的灯,卧室,灯,关闭
把厨房油烟机关上,厨房,油烟机,关闭
把书房空调停止,书房,空调,关闭
卫生间的排风扇关一下一下,卫生间,排风扇,关闭
现在关掉阳台灯,阳台,灯,关闭
现在停止客厅风扇,客厅,风扇,关闭
帮我打开厨房的热水器,厨房,热水器,打开
麻烦帮我关餐厅里面的空调,餐厅,空调,关闭
请关闭厨房热水器,厨房,热水器,关闭
客厅的窗帘打开一下,客厅,窗帘,打开
我想关闭卫生间热水器,卫生间,热水器,关闭
请请关闭卫生间灯,卫生间,灯,关闭
帮我关闭客厅的电视,客厅,电视,关闭
现在打开卫生间灯,卫生间,灯,打开
把书房窗帘关掉,书房,窗帘,关闭
现在请关闭客厅窗帘,客厅,窗帘,关闭
我想关上客厅风扇,客厅,风扇,关闭
卧室的灯打开一下,卧室,灯,打开
请帮我关阳台灯,阳台,灯,关闭
现在打开餐厅风扇,餐厅,风扇,打开
现在开一下餐厅风扇,餐厅,风扇,打开
现在打开卧室空调,卧室,空调,打开
把厨房热水器停止,厨房,热水器,关闭
请关一下餐厅空调,餐厅,空调,关闭
帮我关一下卧室的空调,卧室,空调,关闭
我想停止阳台灯,阳台,灯,关闭
我想请关闭餐厅空调,餐厅,空调,关闭
书房的空调请打开一下,书房,空调,打开
我想关掉书房窗帘,书房,窗帘,关闭
帮我帮我关客厅的灯,客厅,灯,关闭
关闭卧室窗帘,卧室,窗帘,关闭
关掉卧室窗帘,卧室,窗帘,关闭
现在关一下客厅空调,客厅,空调,关闭
帮我开启客厅的窗帘,客厅,窗帘,打开
把客厅空调请打开,客厅,空调,打开
请关闭书房空调,书房,空调,关闭
把餐厅灯开一下,餐厅,灯,打开
帮我关掉厨房的油烟机,厨房,油烟机,关闭
我想帮我关餐厅风扇,餐厅,风扇,关闭
关上书房空调,书房,空调,关闭
把卧室空调打开,卧室,空调,打开
帮我开餐厅风扇,餐厅,风扇,打开
打开卫生间灯,卫生间,灯,打开
把客厅灯关掉,客厅,灯,关闭
卫生间的灯帮我开一下,卫生间,灯,打开
把阳台窗帘请打开,阳台,窗帘,打开
开启卧室风扇,卧室,风扇,打开
帮我打开卧室的空调,卧室,空调,打开
麻烦关一下卧室里面的灯,卧室,灯,关闭
卫生间的灯开启一下,卫生间,灯,打开
帮我关阳台窗帘,阳台,窗帘,关闭
请关闭卧室窗帘,卧室,窗帘,关闭
客厅的空调关一下一下,客厅,空调,关闭
帮我帮我开书房的风扇,书房,风扇,打开
把厨房灯开启,厨房,灯,打开
麻烦请打开餐厅里面的空调,餐厅,空调,打开
麻烦打开卧室里面的风扇,卧室,风扇,打开
请打开客厅窗帘,客厅,窗帘,打开
卧室的灯打开一下,卧室,灯,打开
帮我关掉卧室的窗帘,卧室,窗帘,关闭
帮我开卫生间灯,卫生间,灯,打开
开启书房风扇,书房,风扇,打开
阳台的窗帘关掉一下,阳台,窗帘,关闭
麻烦关掉客厅里面的空调,客厅,空调,关闭
现在关掉厨房灯,厨房,灯,关闭
请关掉阳台灯,阳台,灯,关闭
帮我关闭卧室的窗帘,卧室,窗帘,关闭
请关一下厨房油烟机,厨房,油烟机,关闭
请关一下客厅灯,客厅,灯,关闭
启动卧室空调,卧室,空调,打开
把厨房灯帮我开,厨房,灯,打开
现在帮我开卫生间热水器,卫生间,热水器,打开
厨房的油烟机关掉一下,厨房,油烟机,关闭
帮我启动书房的窗帘,书房,窗帘,打开
帮我请关闭厨房的热水器,厨房,热水器,关闭
帮我关掉书房的空调,书房,空调,关闭
现在关掉书房风扇,书房,风扇,关闭
我想开一下书房空调,书房,空调,打开
现在帮我开卫生间灯,卫生间,灯,打开
现在打开卫生间热水器,卫生间,热水器,打开
麻烦停止客厅里面的灯,客厅,灯,关闭
请关掉书房风扇,书房,风扇,关闭
我想关闭卧室风扇,卧室,风扇,关闭
帮我关掉书房的窗帘,书房,窗帘,关闭
关上卧室空调,卧室,空调,关闭
现在关一下阳台窗帘,阳台,窗帘,关闭
开一下餐厅灯,餐厅,灯,打开
把阳台窗帘关掉,阳台,窗帘,关闭
帮我关掉厨房的灯,厨房,灯,关闭
麻烦关掉客厅里面的电视,客厅,电视,关闭
帮我开启客厅的电视,客厅,电视,打开
请开一下书房空调,书房,空调,打开
麻烦请关闭书房里面的风扇,书房,风扇,关闭
麻烦打开卫生间里面的排风扇,卫生间,排风扇,打开
把书房窗帘打开,书房,窗帘,打开
开启厨房油烟机,厨房,油烟机,打开
现在开一下卧室风扇,卧室,风扇,打开
客厅的空调启动一下,客厅,空调,打开
开启卧室灯,卧室,灯,打开
请帮我开书房灯,书房,灯,打开
请打开阳台窗帘,阳台,窗帘,打开
现在开一下厨房灯,厨房,灯,打开
现在开一下卧室空调,卧室,空调,打开
麻烦请打开卧室里面的窗帘,卧室,窗帘,打开
帮我开启卫生间的灯,卫生间,灯,打开
我想请关闭餐厅灯,餐厅,灯,关闭
把卫生间排风扇关掉,卫生间,排风扇,关闭
把餐厅空调帮我关,餐厅,空调,关闭
把餐厅灯帮我开,餐厅,灯,打开
请启动餐厅灯,餐厅,灯,打开
帮我关闭卫生间的热水器,卫生间,热水器,关闭
现在请关闭卫生间排风扇,卫生间,排风扇,关闭
现在打开餐厅灯,餐厅,灯,打开
关上餐厅风扇,餐厅,风扇,关闭
麻烦帮我关客厅里面的空调,客厅,空调,关闭
请关闭书房灯,书房,灯,关闭
现在打开客厅空调,客厅,空调,打开
客厅的风扇启动一下,客厅,风扇,打开
现在请打开厨房热水器,厨房,热水器,打开
启动客厅窗帘,客厅,窗帘,打开
麻烦开一下客厅里面的风扇,客厅,风扇,打开
启动书房灯,书房,灯,打开
帮我请关闭卧室的空调,卧室,空调,关闭
帮我开客厅电视,客厅,电视,打开
帮我请关闭客厅的灯,客厅,灯,关闭
把客厅电视关掉,客厅,电视,关闭
我想关上卧室风扇,卧室,风扇,关闭
关一下客厅电视,客厅,电视,关闭
我想帮我关卫生间灯,卫生间,灯,关闭
帮我关卫生间热水器,卫生间,热水器,关闭
把卧室空调请关闭,卧室,空调,关闭
现在关闭餐厅空调,餐厅,空调,关闭
现在关掉卧室窗帘,卧室,窗帘,关闭
我想开启客厅电视,客厅,电视,打开
打开客厅灯,客厅,灯,打开
帮我启动客厅的风扇,客厅,风扇,打开
我想开启餐厅空调,餐厅,空调,打开
帮我关闭客厅的窗帘,客厅,窗帘,关闭
我想请关闭书房灯,书房,灯,关闭
把客厅窗帘帮我开,客厅,窗帘,打开
麻烦关闭卧室里面的风扇,卧室,风扇,关闭
书房的风扇请关闭一下,书房,风扇,关闭
书房的风扇关掉一下,书房,风扇,关闭
我想打开书房灯,书房,灯,打开
关上卫生间热水器,卫生间,热水器,关闭
麻烦打开客厅里面的空调,客厅,空调,打开
关掉卧室灯,卧室,灯,关闭
帮我关一下卧室的风扇,卧室,风扇,关闭
帮我开厨房油烟机,厨房,油烟机,打开
帮我关客厅空调,客厅,空调,关闭
麻烦关闭书房里面的窗帘,书房,窗帘,关闭
把餐厅空调停止,餐厅,空调,关闭
帮我启动卫生间的灯,卫生间,灯,打开
麻烦开一下餐厅里面的灯,餐厅,灯,打开
餐厅的空调关掉一下,餐厅,空调,关闭
麻烦打开卧室里面的灯,卧室,灯,打开
现在启动厨房热水器,厨房,热水器,打开
开一下卧室窗帘,卧室,窗帘,打开
客厅的空调开一下一下,客厅,空调,打开
现在开一下厨房油烟机,厨房,油烟机,打开
卧室的灯开一下一下,卧室,灯,打开
