text,location,device,action
请开启客厅窗帘,客厅,窗帘,打开
把客厅风扇开启,客厅,风扇,打开
厨房的灯打开一下,厨房,灯,打开
帮我关上书房的灯,书房,灯,关闭
现在关闭厨房油烟机,厨房,油烟机,关闭
帮我启动餐厅的风扇,餐厅,风扇,打开
请开启卧室窗帘,卧室,窗帘,打开
打开餐厅风扇,餐厅,风扇,打开
把书房风扇请打开,书房,风扇,打开
现在开启客厅风扇,客厅,风扇,打开
帮我关一下卫生间的热水器,卫生间,热水器,关闭
现在帮我关厨房油烟机,厨房,油烟机,关闭
我想关一下书房灯,书房,灯,关闭
帮我开一下书房的灯,书房,灯,打开
帮我停止卧室的灯,卧室,灯,关闭
停止客厅窗帘,客厅,窗帘,关闭
现在关闭餐厅灯,餐厅,灯,关闭
现在帮我关客厅窗帘,客厅,窗帘,关闭
请关掉阳台灯,阳台,灯,关闭
客厅的风扇停止一下,客厅,风扇,关闭
现在关一下卧室空调,卧室,空调,关闭
帮我关掉客厅的电视,客厅,电视,关闭
我想关掉卧室窗帘,卧室,窗帘,关闭
帮我请打开厨房的灯,厨房,灯,打开
现在打开书房灯,书房,灯,打开
现在关上厨房油烟机,厨房,油烟机,关闭
启动厨房热水器,厨房,热水器,打开
帮我打开卫生间的热水器,卫生间,热水器,打开
请请关闭厨房油烟机,厨房,油烟机,关闭
卧室的风扇关一下一下,卧室,风扇,关闭
帮我帮我关阳台的窗帘,阳台,窗帘,关闭
帮我开启卧室的风扇,卧室,风扇,打开
麻烦打开客厅里面的风扇,客厅,风扇,打开
卫生间的排风扇关上一下,卫生间,排风扇,关闭
麻烦开启客厅里面的电视,客厅,电视,打开
阳台的灯开一下一下,阳台,灯,打开
帮我开阳台窗帘,阳台,窗帘,打开
请关掉客厅电视,客厅,电视,关闭
麻烦打开卫生间里面的热水器,卫生间,热水器,打开
请关掉客厅风扇,客厅,风扇,关闭
我想关掉餐厅风扇,餐厅,风扇,关闭
麻烦帮我开客厅里面的窗帘,客厅,窗帘,打开
请关上阳台灯,阳台,灯,关闭
把客厅电视关一下,客厅,电视,关闭
把餐厅风扇打开,餐厅,风扇,打开
卫生间的灯帮我关一下,卫生间,灯,关闭
把卫生间排风扇开启,卫生间,排风扇,打开
请关闭书房窗帘,书房,窗帘,关闭
我想关一下卧室窗帘,卧室,窗帘,关闭
把客厅空调关闭,客厅,空调,关闭
我想打开餐厅风扇,餐厅,风扇,打开
请关掉厨房灯,厨房,灯,关闭
麻烦关上客厅里面的风扇,客厅,风扇,关闭
客厅的电视打开一下,客厅,电视,打开
麻烦请关闭书房里面的空调,书房,空调,关闭
麻烦请打开卫生间里面的排风扇,卫生间,排风扇,打开
麻烦开启卧室里面的风扇,卧室,风扇,打开
请开启书房风扇,书房,风扇,打开
打开卧室窗帘,卧室,窗帘,打开
帮我关掉客厅的窗帘,客厅,窗帘,关闭
把厨房油烟机关闭,厨房,油烟机,关闭
卫生间的灯关上一下,卫生间,灯,关闭
客厅的灯打开一下,客厅,灯,打开
请帮我开餐厅灯,餐厅,灯,打开
麻烦请打开客厅里面的灯,客厅,灯,打开
请关上厨房热水器,厨房,热水器,关闭
请关闭书房风扇,书房,风扇,关闭
请关掉卧室窗帘,卧室,窗帘,关闭
帮我关上客厅的灯,客厅,灯,关闭
麻烦关掉卫生间里面的热水器,卫生间,热水器,关闭
请帮我开客厅灯,客厅,灯,打开
启动卧室灯,卧室,灯,打开
我想开一下卧室风扇,卧室,风扇,打开
现在停止书房风扇,书房,风扇,关闭
帮我关卧室空调,卧室,空调,关闭
我想关上书房空调,书房,空调,关闭
麻烦启动阳台里面的窗帘,阳台,窗帘,打开
我想关掉卫生间灯,卫生间,灯,关闭
我想关上书房灯,书房,灯,关闭
帮我请打开卧室的风扇,卧室,风扇,打开
我想开一下厨房油烟机,厨房,油烟机,打开
阳台的灯帮我开一下,阳台,灯,打开
请关掉厨房灯,厨房,灯,关闭
卧室的空调关上一下,卧室,空调,关闭
请开启餐厅风扇,餐厅,风扇,打开
请打开客厅灯,客厅,灯,打开
现在关掉书房灯,书房,灯,关闭
帮我关一下书房的风扇,书房,风扇,关闭
我想启动餐厅风扇,餐厅,风扇,打开
麻烦打开餐厅里面的风扇,餐厅,风扇,打开
停止厨房油烟机,厨房,油烟机,关闭
我想停止厨房灯,厨房,灯,关闭
帮我关一下书房的灯,书房,灯,关闭
请开一下客厅电视,客厅,电视,打开
请帮我关卫生间热水器,卫生间,热水器,关闭
现在关掉阳台窗帘,阳台,窗帘,关闭
停止书房窗帘,书房,窗帘,关闭
请停止卧室窗帘,卧室,窗帘,关闭
现在开启卧室空调,卧室,空调,打开
麻烦请关闭客厅里面的空调,客厅,空调,关闭
启动书房窗帘,书房,窗帘,打开
请停止餐厅空调,餐厅,空调,关闭
麻烦帮我关卫生间里面的灯,卫生间,灯,关闭
阳台的灯关闭一下,阳台,灯,关闭
关掉餐厅空调,餐厅,空调,关闭
麻烦帮我开厨房里面的灯,厨房,灯,打开
现在关一下厨房油烟机,厨房,油烟机,关闭
帮我开卫生间排风扇,卫生间,排风扇,打开
麻烦打开餐厅里面的空调,餐厅,空调,打开
现在关掉厨房油烟机,厨房,油烟机,关闭
麻烦停止卧室里面的窗帘,卧室,窗帘,关闭
卫生间的排风扇请打开一下,卫生间,排风扇,打开
关一下书房风扇,书房,风扇,关闭
帮我开客厅空调,客厅,空调,打开
卧室的空调开启一下,卧室,空调,打开
现在开启卧室灯,卧室,灯,打开
开启卫生间热水器,卫生间,热水器,打开
请打开卫生间灯,卫生间,灯,打开
我想开启书房空调,书房,空调,打开
餐厅的空调关上一下,餐厅,空调,关闭
把餐厅空调帮我开,餐厅,空调,打开
请打开客厅灯,客厅,灯,打开
我想关闭客厅空调,客厅,空调,关闭
餐厅的风扇打开一下,餐厅,风扇,打开
我想开一下书房窗帘,书房,窗帘,打开
麻烦请关闭卧室里面的窗帘,卧室,窗帘,关闭
关掉客厅窗帘,客厅,窗帘,关闭
现在关掉阳台灯,阳台,灯,关闭
客厅的窗帘关闭一下,客厅,窗帘,关闭
我想帮我关卧室风扇,卧室,风扇,关闭
我想开一下卧室灯,卧室,灯,打开
请关掉卫生间灯,卫生间,灯,关闭
请打开餐厅灯,餐厅,灯,打开
帮我开一下阳台的灯,阳台,灯,打开
请关一下餐厅灯,餐厅,灯,关闭
把客厅空调关一下,客厅,空调,关闭
把卫生间灯请打开,卫生间,灯,打开
把餐厅风扇请关闭,餐厅,风扇,关闭
关掉书房灯,书房,灯,关闭
关掉书房空调,书房,空调,关闭
把客厅电视停止,客厅,电视,关闭
帮我帮我关阳台的灯,阳台,灯,关闭
卧室的风扇关掉一下,卧室,风扇,关闭
客厅的电视启动一下,客厅,电视,打开
帮我关一下书房的窗帘,书房,窗帘,关闭
请请打开厨房灯,厨房,灯,打开
现在开启餐厅空调,餐厅,空调,打开
我想打开厨房热水器,厨房,热水器,打开
打开客厅空调,客厅,空调,打开
把客厅风扇打开,客厅,风扇,打开
餐厅的风扇启动一下,餐厅,风扇,打开
帮我请打开餐厅的风扇,餐厅,风扇,打开
麻烦停止餐厅里面的空调,餐厅,空调,关闭
把卧室灯帮我关,卧室,灯,关闭
卧室的风扇关上一下,卧室,风扇,关闭
现在停止书房窗帘,书房,窗帘,关闭
现在关上书房窗帘,书房,窗帘,关闭
我想关上厨房热水器,厨房,热水器,关闭
帮我关掉书房的空调,书房,空调,关闭
麻烦关掉卧室里面的灯,卧室,灯,关闭
现在开一下客厅灯,客厅,灯,打开
请帮我关客厅风扇,客厅,风扇,关闭
把客厅灯打开,客厅,灯,打开
帮我开启客厅的风扇,客厅,风扇,打开
麻烦关掉卧室里面的灯,卧室,灯,关闭
请关掉厨房油烟机,厨房,油烟机,关闭
帮我关一下客厅的空调,客厅,空调,关闭
阳台的窗帘请关闭一下,阳台,窗帘,关闭
把阳台窗帘关一下,阳台,窗帘,关闭
帮我关闭书房的灯,书房,灯,关闭
把客厅窗帘关掉,客厅,窗帘,关闭
把卫生间排风扇关上,卫生间,排风扇,关闭
帮我关掉客厅的电视,客厅,电视,关闭
帮我开一下卧室的风扇,卧室,风扇,打开
客厅的空调关掉一下,客厅,空调,关闭
帮我启动卧室的风扇,卧室,风扇,打开
麻烦关一下卫生间里面的排风扇,卫生间,排风扇,关闭
现在关掉厨房油烟机,厨房,油烟机,关闭
现在帮我开客厅电视,客厅,电视,打开
请打开阳台窗帘,阳台,窗帘,打开
开一下卫生间热水器,卫生间,热水器,打开
请启动厨房热水器,厨房,热水器,打开
停止餐厅灯,餐厅,灯,关闭
我想请打开卧室灯,卧室,灯,打开
关掉卧室空调,卧室,空调,关闭
现在打开书房窗帘,书房,窗帘,打开
把客厅电视帮我关,客厅,电视,关闭
厨房的油烟机关掉一下,厨房,油烟机,关闭
现在关上客厅电视,客厅,电视,关闭
关闭厨房灯,厨房,灯,关闭
帮我帮我开卧室的灯,卧室,灯,打开
帮我开餐厅空调,餐厅,空调,打开
请关上餐厅风扇,餐厅,风扇,关闭
书房的风扇请打开一下,书房,风扇,打开
帮我打开餐厅的风扇,餐厅,风扇,打开
麻烦帮我关卫生间里面的热水器,卫生间,热水器,关闭
现在打开卫生间排风扇,卫生间,排风扇,打开
卫生间的排风扇启动一下,卫生间,排风扇,打开
我想开启书房窗帘,书房,窗帘,打开
现在打开餐厅灯,餐厅,灯,打开
厨房的灯请关闭一下,厨房,灯,关闭
把书房窗帘请打开,书房,窗帘,打开
现在关掉卫生间热水器,卫生间,热水器,关闭
麻烦打开客厅里面的电视,客厅,电视,打开
把客厅空调开一下,客厅,空调,打开
把卧室窗帘开一下,卧室,窗帘,打开
帮我关掉卧室的风扇,卧室,风扇,关闭
关闭客厅灯,客厅,灯,关闭
我想请打开客厅电视,客厅,电视,打开
阳台的窗帘打开一下,阳台,窗帘,打开
我想关掉客厅灯,客厅,灯,关闭
请关闭客厅电视,客厅,电视,关闭
帮我开启书房的空调,书房,空调,打开
把卧室灯关一下,卧室,灯,关闭
帮我帮我关餐厅的风扇,餐厅,风扇,关闭
关闭卫生间灯,卫生间,灯,关闭
把卫生间排风扇开一下,卫生间,排风扇,打开
打开阳台灯,阳台,灯,打开
帮我开卫生间热水器,卫生间,热水器,打开
帮我请关闭餐厅的空调,餐厅,空调,关闭
关上厨房油烟机,厨房,油烟机,关闭
麻烦请打开卫生间里面的灯,卫生间,灯,打开
帮我打开客厅的灯,客厅,灯,打开
把书房风扇打开,书房,风扇,打开
把餐厅空调打开,餐厅,空调,打开
请打开阳台窗帘,阳台,窗帘,打开
餐厅的灯请关闭一下,餐厅,灯,关闭
现在打开书房窗帘,书房,窗帘,打开
把卧室风扇帮我开,卧室,风扇,打开
客厅的窗帘关上一下,客厅,窗帘,关闭
我想启动卫生间热水器,卫生间,热水器,打开
请关掉餐厅风扇,餐厅,风扇,关闭
我想启动卧室风扇,卧室,风扇,打开
麻烦关上客厅里面的空调,客厅,空调,关闭
请开启厨房油烟机,厨房,油烟机,打开
我想开一下卫生间热水器,卫生间,热水器,打开
我想打开卧室空调,卧室,空调,打开
麻烦开一下书房里面的窗帘,书房,窗帘,打开
阳台的窗帘帮我关一下,阳台,窗帘,关闭
帮我关书房窗帘,书房,窗帘,关闭
帮我打开卧室的窗帘,卧室,窗帘,打开
把厨房油烟机请打开,厨房,油烟机,打开
客厅的灯关一下一下,客厅,灯,关闭
麻烦帮我关厨房里面的灯,厨房,灯,关闭
请关闭阳台窗帘,阳台,窗帘,关闭
帮我关闭阳台的窗帘,阳台,窗帘,关闭
阳台的窗帘关闭一下,阳台,窗帘,关闭
请关一下书房风扇,书房,风扇,关闭
关闭卧室风扇,卧室,风扇,关闭
帮我关一下客厅的电视,客厅,电视,关闭
打开餐厅空调,餐厅,空调,打开
现在打开厨房灯,厨房,灯,打开
现在打开卧室风扇,卧室,风扇,打开
我想请关闭客厅风扇,客厅,风扇,关闭
请关闭厨房油烟机,厨房,油烟机,关闭
麻烦关掉餐厅里面的空调,餐厅,空调,关闭
麻烦关掉厨房里面的热水器,厨房,热水器,关闭
现在关掉餐厅风扇,餐厅,风扇,关闭
现在开启阳台窗帘,阳台,窗帘,打开
帮我开客厅风扇,客厅,风扇,打开
客厅的风扇请关闭一下,客厅,风扇,关闭
把客厅窗帘打开,客厅,窗帘,打开
把客厅电视关掉,客厅,电视,关闭
帮我打开卧室的窗帘,卧室,窗帘,打开
我想开启书房灯,书房,灯,打开
请关闭餐厅风扇,餐厅,风扇,关闭
现在打开卫生间排风扇,卫生间,排风扇,打开
我想启动卧室灯,卧室,灯,打开
我想打开餐厅灯,餐厅,灯,打开
请打开卧室窗帘,卧室,窗帘,打开
现在关掉厨房热水器,厨房,热水器,关闭
请打开书房灯,书房,灯,打开
停止卧室灯,卧室,灯,关闭
请关闭餐厅空调,餐厅,空调,关闭
关掉餐厅风扇,餐厅,风扇,关闭
请请打开客厅灯,客厅,灯,打开
把阳台灯帮我开,阳台,灯,打开
我想开启书房风扇,书房,风扇,打开
开一下客厅电视,客厅,电视,打开
帮我关一下客厅的风扇,客厅,风扇,关闭
把餐厅灯关一下,餐厅,灯,关闭
帮我关掉客厅的风扇,客厅,风扇,关闭
麻烦打开卫生间里面的热水器,卫生间,热水器,打开
帮我帮我关客厅的风扇,客厅,风扇,关闭
帮我帮我开厨房的油烟机,厨房,油烟机,打开
帮我关掉卫生间的灯,卫生间,灯,关闭
把厨房油烟机帮我关,厨房,油烟机,关闭
现在关闭客厅窗帘,客厅,窗帘,关闭
现在停止餐厅风扇,餐厅,风扇,关闭
客厅的窗帘打开一下,客厅,窗帘,打开
帮我开启卫生间的热水器,卫生间,热水器,打开
帮我关上卧室的窗帘,卧室,窗帘,关闭
请打开客厅电视,客厅,电视,打开
我想请打开书房空调,书房,空调,打开
客厅的风扇关闭一下,客厅,风扇,关闭
帮我打开卫生间的排风扇,卫生间,排风扇,打开
客厅的风扇开启一下,客厅,风扇,打开
麻烦关上餐厅里面的空调,餐厅,空调,关闭
帮我请打开客厅的灯,客厅,灯,打开
现在请打开客厅灯,客厅,灯,打开
现在启动书房灯,书房,灯,打开
麻烦帮我关书房里面的窗帘,书房,窗帘,关闭
现在帮我关卧室窗帘,卧室,窗帘,关闭
麻烦帮我开阳台里面的窗帘,阳台,窗帘,打开
请打开餐厅风扇,餐厅,风扇,打开
麻烦停止客厅里面的电视,客厅,电视,关闭
帮我请打开书房的空调,书房,空调,打开
请请打开卧室窗帘,卧室,窗帘,打开
我想打开客厅灯,客厅,灯,打开
客厅的窗帘帮我开一下,客厅,窗帘,打开
客厅的窗帘开启一下,客厅,窗帘,打开
我想开一下餐厅空调,餐厅,空调,打开
现在停止卫生间排风扇,卫生间,排风扇,关闭
麻烦关掉卧室里面的窗帘,卧室,窗帘,关闭
把厨房油烟机打开,厨房,油烟机,打开
请开一下餐厅灯,餐厅,灯,打开
麻烦关闭卫生间里面的热水器,卫生间,热水器,关闭
我想请关闭客厅空调,客厅,空调,关闭
卧室的灯停止一下,卧室,灯,关闭
帮我启动餐厅的空调,餐厅,空调,打开
把卫生间灯帮我关,卫生间,灯,关闭
帮我关上客厅的电视,客厅,电视,关闭
帮我关掉卧室的风扇,卧室,风扇,关闭
我想请打开卫生间灯,卫生间,灯,打开
帮我开一下餐厅的空调,餐厅,空调,打开
现在启动客厅窗帘,客厅,窗帘,打开
请开一下厨房灯,厨房,灯,打开
把卧室灯打开,卧室,灯,打开
我想请打开厨房油烟机,厨房,油烟机,打开
现在启动餐厅空调,餐厅,空调,打开
我想关闭客厅风扇,客厅,风扇,关闭
我想关一下卧室空调,卧室,空调,关闭
停止卫生间排风扇,卫生间,排风扇,关闭
请打开客厅灯,客厅,灯,打开
书房的灯关掉一下,书房,灯,关闭
请帮我关餐厅风扇,餐厅,风扇,关闭
麻烦开一下卧室里面的灯,卧室,灯,打开
我想帮我开客厅风扇,客厅,风扇,打开
请关掉客厅灯,客厅,灯,关闭
请帮我关书房灯,书房,灯,关闭
我想开一下餐厅灯,餐厅,灯,打开
麻烦开一下客厅里面的窗帘,客厅,窗帘,打开
我想关掉客厅空调,客厅,空调,关闭
现在停止客厅空调,客厅,空调,关闭
麻烦帮我关厨房里面的热水器,厨房,热水器,关闭
把书房空调关掉,书房,空调,关闭
现在请打开阳台灯,阳台,灯,打开
现在打开客厅风扇,客厅,风扇,打开
麻烦帮我关阳台里面的灯,阳台,灯,关闭
帮我帮我关书房的风扇,书房,风扇,关闭
麻烦关闭厨房里面的热水器,厨房,热水器,关闭
帮我帮我关厨房的灯,厨房,灯,关闭
请打开厨房热水器,厨房,热水器,打开
把厨房灯启动,厨房,灯,打开
请关一下书房空调,书房,空调,关闭
把卧室窗帘帮我开,卧室,窗帘,打开
麻烦停止卫生间里面的排风扇,卫生间,排风扇,关闭
我想打开卧室窗帘,卧室,窗帘,打开
卫生间的热水器关掉一下,卫生间,热水器,关闭
书房的风扇帮我开一下,书房,风扇,打开
把客厅电视启动,客厅,电视,打开
把卫生间灯帮我开,卫生间,灯,打开
帮我关餐厅空调,餐厅,空调,关闭
帮我关餐厅灯,餐厅,灯,关闭
书房的灯停止一下,书房,灯,关闭
现在开启餐厅风扇,餐厅,风扇,打开
请开启客厅灯,客厅,灯,打开
麻烦关上阳台里面的灯,阳台,灯,关闭
我想启动厨房热水器,厨房,热水器,打开
麻烦停止书房里面的空调,书房,空调,关闭
现在关闭书房灯,书房,灯,关闭
麻烦关掉卫生间里面的灯,卫生间,灯,关闭
把厨房灯关闭,厨房,灯,关闭
麻烦关掉书房里面的窗帘,书房,窗帘,关闭
请请关闭卫生间热水器,卫生间,热水器,关闭
客厅的窗帘启动一下,客厅,窗帘,打开
把餐厅灯停止,餐厅,灯,关闭
客厅的电视关掉一下,客厅,电视,关闭
把书房灯打开,书房,灯,打开
关上卫生间灯,卫生间,灯,关闭
启动卫生间排风扇,卫生间,排风扇,打开
把餐厅灯打开,餐厅,灯,打开
我想启动厨房灯,厨房,灯,打开
现在关掉餐厅灯,餐厅,灯,关闭
阳台的灯帮我关一下,阳台,灯,关闭
现在关上客厅风扇,客厅,风扇,关闭
我想帮我关书房空调,书房,空调,关闭
打开卫生间热水器,卫生间,热水器,打开
帮我开启餐厅的风扇,餐厅,风扇,打开
我想停止餐厅风扇,餐厅,风扇,关闭
麻烦关掉厨房里面的油烟机,厨房,油烟机,关闭
麻烦关掉客厅里面的风扇,客厅,风扇,关闭
现在关闭卧室风扇,卧室,风扇,关闭
麻烦关闭客厅里面的风扇,客厅,风扇,关闭
麻烦请打开客厅里面的风扇,客厅,风扇,打开
现在开一下餐厅空调,餐厅,空调,打开
麻烦打开厨房里面的灯,厨房,灯,打开
请打开客厅电视,客厅,电视,打开
卫生间的排风扇打开一下,卫生间,排风扇,打开
把客厅风扇停止,客厅,风扇,关闭
现在帮我开客厅窗帘,客厅,窗帘,打开
现在启动餐厅风扇,餐厅,风扇,打开
把书房窗帘关掉,书房,窗帘,关闭
麻烦开启厨房里面的灯,厨房,灯,打开
帮我请关闭餐厅的风扇,餐厅,风扇,关闭
帮我关一下厨房的灯,厨房,灯,关闭
现在关掉厨房灯,厨房,灯,关闭
厨房的热水器打开一下,厨房,热水器,打开
帮我请关闭卧室的灯,卧室,灯,关闭
现在开一下书房风扇,书房,风扇,打开
我想开一下阳台窗帘,阳台,窗帘,打开
麻烦关掉厨房里面的灯,厨房,灯,关闭
我想启动书房风扇,书房,风扇,打开
麻烦关闭餐厅里面的风扇,餐厅,风扇,关闭
麻烦打开阳台里面的灯,阳台,灯,打开
把客厅电视打开,客厅,电视,打开
麻烦打开卧室里面的窗帘,卧室,窗帘,打开
现在打开卧室窗帘,卧室,窗帘,打开
请请关闭客厅风扇,客厅,风扇,关闭
把餐厅灯打开,餐厅,灯,打开
麻烦停止卧室里面的灯,卧室,灯,关闭
帮我停止卫生间的排风扇,卫生间,排风扇,关闭
麻烦关掉餐厅里面的灯,餐厅,灯,关闭
把阳台窗帘关上,阳台,窗帘,关闭
我想关掉厨房热水器,厨房,热水器,关闭
现在关闭餐厅风扇,餐厅,风扇,关闭
开启阳台窗帘,阳台,窗帘,打开
把卧室窗帘启动,卧室,窗帘,打开
请开启卧室风扇,卧室,风扇,打开
打开客厅风扇,客厅,风扇,打开
现在关掉卫生间排风扇,卫生间,排风扇,关闭
我想关掉客厅电视,客厅,电视,关闭
把厨房热水器关一下,厨房,热水器,关闭
我想关掉卧室风扇,卧室,风扇,关闭
请开一下书房灯,书房,灯,打开
我想开启客厅空调,客厅,空调,打开
把厨房油烟机启动,厨房,油烟机,打开
卧室的风扇打开一下,卧室,风扇,打开
餐厅的空调请打开一下,餐厅,空调,打开
把客厅窗帘关闭,客厅,窗帘,关闭
卫生间的排风扇关闭一下,卫生间,排风扇,关闭
麻烦打开卧室里面的窗帘,卧室,窗帘,打开
书房的风扇停止一下,书房,风扇,关闭
麻烦打开书房里面的灯,书房,灯,打开
请打开客厅空调,客厅,空调,打开
我想关闭书房风扇,书房,风扇,关闭
现在关闭卫生间灯,卫生间,灯,关闭
关掉书房风扇,书房,风扇,关闭
帮我启动厨房的灯,厨房,灯,打开
把客厅窗帘关一下,客厅,窗帘,关闭
帮我关掉阳台的灯,阳台,灯,关闭
麻烦关上客厅里面的窗帘,客厅,窗帘,关闭
我想打开书房窗帘,书房,窗帘,打开
把书房风扇请关闭,书房,风扇,关闭
我想关一下书房空调,书房,空调,关闭
我想请打开阳台灯,阳台,灯,打开
帮我停止书房的灯,书房,灯,关闭
请关闭卧室灯,卧室,灯,关闭
现在关上厨房灯,厨房,灯,关闭
请开一下书房风扇,书房,风扇,打开
帮我关卧室窗帘,卧室,窗帘,关闭
厨房的灯开一下一下,厨房,灯,打开
客厅的空调开启一下,客厅,空调,打开
我想关掉厨房灯,厨房,灯,关闭
麻烦关闭卧室里面的窗帘,卧室,窗帘,关闭
现在打开客厅空调,客厅,空调,打开
把阳台灯请打开,阳台,灯,打开
请关上客厅电视,客厅,电视,关闭
卧室的灯帮我关一下,卧室,灯,关闭
帮我帮我关书房的空调,书房,空调,关闭
请启动书房灯,书房,灯,打开
现在启动卫生间排风扇,卫生间,排风扇,打开
现在请关闭书房空调,书房,空调,关闭
我想开一下餐厅风扇,餐厅,风扇,打开
把卫生间热水器关掉,卫生间,热水器,关闭
把书房空调关一下,书房,空调,关闭
请请打开餐厅空调,餐厅,空调,打开
现在帮我开书房窗帘,书房,窗帘,打开
我想启动阳台灯,阳台,灯,打开
我想开启卫生间热水器,卫生间,热水器,打开
麻烦停止卧室里面的空调,卧室,空调,关闭
